Total	Iteration	target_id	Balanced	Unbalanced_JS	Unbalanced_OLS	Delta_Err	Frac_Delta
3	11	YDL080C_mRNA	0.00205140562205369	0.000347516669091086	0.00242713320838681	-0.00207961653929573	-0.856820108640818
3	11	YLR084C_mRNA	0.0309684954709434	0.00205341917066771	0.00332854501178238	-0.00127512584111467	-0.383088056974137
3	11	YMR186W_mRNA	0.0596948651229184	0.0160462537069151	0.0111228074960355	0.00492344621087965	0.442644198655288
3	12	YFL021W_mRNA	0.0285504957202476	0.00341521640699238	0.00751711426519309	-0.00410189785820071	-0.545674538591751
3	12	YJL050W_mRNA	0.122978936551859	0.000339597126876655	0.0274664122080237	-0.0271268150811471	-0.987635912389844
3	12	YML004C_mRNA	0.000136788631709813	0.0016905875017726	0.00517142010347576	-0.00348083260170316	-0.673090279276221
3	13	YDR011W_mRNA	0.00257566465280894	0.000634661415033419	0.000635222495611732	-5.61080578313279e-07	-0.000883281971575875
3	13	YDR077W_mRNA	0.0258569087511702	0.00324152521093526	0.00323827862587494	3.24658506031588e-06	0.00100256507712912
3	13	YOR308C_mRNA	0.000373383151627073	0.0292441087249306	0.02924625689937	-2.14817443946677e-06	-7.34512606812615e-05
3	14	YDL059C_mRNA	1.74893663466529e-07	0.000510349689118693	0.00833159149139682	-0.00782124180227813	-0.938745233771282
3	14	YDR415C_mRNA	0.00139513264846063	2.94536357390906e-05	1.2649528605093e-05	1.68041071339976e-05	1.32843741918034
3	14	YKR045C_mRNA	0.119920396333847	0.00302607072189885	0.00806659371478967	-0.00504052299289083	-0.624863873291312
3	15	YDR174W_mRNA	0.00115447830848951	0.00018516489591429	0.000189306256934866	-4.1413610205757e-06	-0.0218765142136882
3	15	YEL023C_mRNA	0.00175379762404683	0.0710885068185783	0.0808012593991305	-0.00971275258055222	-0.120205460320545
3	15	YFR022W_mRNA	0.000724252232283395	5.93896151391081e-05	5.21472851448372e-05	7.24232999427089e-06	0.138882205931825
3	16	YIL101C_mRNA	0.000774140329740053	0.0813145446306726	0.052962461344946	0.0283520832857266	0.535324125158548
3	16	YML027W_mRNA	9.52467170455267e-07	1.82848522061355e-05	0.000914375147103455	-0.00089609029489732	-0.98000289895886
3	16	YPL067C_mRNA	0.0103973668059806	0.0185649646683779	0.0217100263331599	-0.00314506166478198	-0.144866782587832
3	17	YAL044W-A_mRNA	0.00102476153831351	0.131031055117609	0.148058441504642	-0.0170273863870333	-0.115004495616681
3	17	YDR057W_mRNA	0.00246955871227734	0.0346470469555202	0.0362911028345736	-0.00164405587905341	-0.0453018991058922
3	17	YER147C_mRNA	0.0183038800433918	0.048300944170431	0.0822874047171291	-0.0339864605466982	-0.413021417597625
3	18	YDR117C_mRNA	0.00196388848029455	0.0195198727676494	0.019890497790511	-0.000370625022861538	-0.0186332703567806
3	18	YMR020W_mRNA	0.00263863919132054	0.313396734814861	0.343575881606663	-0.0301791467918012	-0.0878383740170426
3	18	YOR396W_mRNA	0.00440510521894841	0.0255905829909227	0.0321308590716094	-0.00654027608068666	-0.20355123609084
3	19	YBR275C_mRNA	0.00500001646293886	0.0171786451396706	0.0209382485648919	-0.00375960342522135	-0.179556729091718
3	19	YHR047C_mRNA	0.0289995936147162	0.0107163722337993	0.00981636676718085	0.000900005466618411	0.0916841727661815
3	19	YLR207W_mRNA	1.67780631093567e-09	0.0138676153146203	0.0124774690607099	0.0013901462539104	0.111412518608266
3	20	YDL157C_mRNA	0.0047334600588971	0.00457953617290549	0.000669794544005725	0.00390974162889976	5.83722525644571
3	20	YML071C_mRNA	0.000335351259706372	2.64890839474382e-05	0.000425912470301963	-0.000399423386354525	-0.937806272897673
3	20	YPR095C_mRNA	0.000143729545678839	0.0283033307329031	0.0338517913410942	-0.00554846060819109	-0.163904490379378
3	21	YDR123C_mRNA	0.129695510442929	0.0710166852055738	0.0731585885184158	-0.00214190331284203	-0.0292775374186294
3	21	YLR457C_mRNA	0.0789231484327652	0.0206530178567539	0.0215512736288862	-0.000898255772132261	-0.041679939088532
3	21	YPR018W_mRNA	0.00535981939230797	0.0101346069000267	0.0107376063385478	-0.000602999438521164	-0.0561577151842869
3	22	YBR008C_mRNA	0.00610401421263041	0.000847828708791985	0.00481499697181123	-0.00396716826301925	-0.823919160540394
3	22	YOL102C_mRNA	0.00257954009266981	0.000157148785569911	0.000571678583109139	-0.000414529797539228	-0.725109895292492
3	22	YOR386W_mRNA	0.000778045359874109	0.0448977749759385	0.066682541615756	-0.0217847666398174	-0.326693705908025
3	23	YHR026W_mRNA	0.436425274018639	0.00839810942129285	0.00793391413060387	0.000464195290688975	0.0585077280958225
3	23	YIL146C_mRNA	0.0286550691916061	0.0197398953364725	0.0186253682081057	0.00111452712836672	0.0598391997362867
3	23	YKR104W_mRNA	0.325833049636917	0.0208708586537179	0.0239754830099172	-0.00310462435619928	-0.129491629216191
3	24	YAL020C_mRNA	0.0174489482860282	0.0141623856959558	0.0267055679267464	-0.0125431822307906	-0.469684159692715
3	24	YGL075C_mRNA	0.00782562339080298	0.000438749493937829	0.000128222815246179	0.00031052667869165	2.42177398847046
3	24	YOR083W_mRNA	0.000148961747192946	0.220815639264547	0.257424246637922	-0.036608607373375	-0.142211185820684
3	25	YBR111C_mRNA	0.0126956413922712	0.0106018963141318	0.00624878445454444	0.00435311185958737	0.69663338386101
3	25	YNL137C_mRNA	0.000146870474064137	0.00425892818502952	0.000187038275546182	0.00407188990948334	21.7703563486819
3	25	YOR330C_mRNA	0.00194423308710349	0.00184001673995421	4.87989567151896e-05	0.00179121778323902	36.7060671746179
3	26	YCR008W_mRNA	0.0025212551545486	8.17781386648795e-05	0.000377956998366488	-0.000296178859701608	-0.78363110348976
3	26	YIR019C_mRNA	0.128661081068906	0.0106444117102898	0.00489043615408557	0.00575397555620422	1.17657717530925
3	26	YKL091C_mRNA	0.0231079989580272	0.000850370714374971	0.00177205145678428	-0.00092168074240931	-0.520120755455867
3	27	YML097C_mRNA	0.000311692767103315	0.0122754878052736	0.0209566334166151	-0.00868114561134152	-0.414243329964384
3	27	YMR097C_mRNA	0.101390409917493	0.00159367555078716	0.00337569660377103	-0.00178202105298387	-0.52789727933285
3	27	YOR299W_mRNA	0.00408059588694763	0.0123235963745795	0.018024053819732	-0.0057004574451525	-0.316269442055919
3	28	YBR148W_mRNA	0.00799839755034932	0.0605744192505911	0.0651293661535928	-0.00455494690300175	-0.0699369143599517
3	28	YMR193W_mRNA	0.00110554296402612	0.00337871834216399	0.0034158167852904	-3.70984431264094e-05	-0.0108607824887351
3	28	YOL094C_mRNA	0.00697986879213214	0.102991793490694	0.105363022775722	-0.00237122928502735	-0.0225053270356034
3	29	YDR067C_mRNA	0.00722302672423172	0.130902310863271	0.142650776281357	-0.0117484654180857	-0.0823582298277415
3	29	YGR267C_mRNA	0.00374035104724184	0.118085154675652	0.124730387790656	-0.00664523311500408	-0.0532767774774921
3	29	YNL263C_mRNA	3.79249927290863e-05	9.42589359438012e-05	1.5902020389094e-05	7.83569155547072e-05	4.92748176882269
3	30	YBR016W_mRNA	0.00801291722532926	0.0103000043394596	0.00903266988547233	0.00126733445398724	0.140305631674368
3	30	YDL228C_mRNA	0.00246096546079316	0.0181436838695829	0.0282536610916424	-0.0101099772220595	-0.357828926639532
3	30	YOR278W_mRNA	4.97678852205964e-06	0.0251768189555859	0.0347917700540935	-0.00961495109850763	-0.276357054658573
10	1	YBR232C_mRNA	0.00276941099537643	0.0834344699509243	0.084828466571756	-0.00139399662083173	-0.0164331229499776
10	1	YDR545W_mRNA	0.0882818384070461	4.98980762941313e-05	2.7079650710179e-05	2.28184255839524e-05	0.842641060188237
10	1	YGL121C_mRNA	0.00484178771139749	0.179128283086592	0.180186506571982	-0.00105822348538945	-0.00587293413653427
10	1	YHR068W_mRNA	0.0310768225493835	0.00692413837201474	0.00742378283323825	-0.000499644461223511	-0.0673032162237384
10	1	YIL139C_mRNA	0.0549037488561254	6.09566424064478e-06	1.5951477529522e-05	-9.85581328887721e-06	-0.617862092752016
10	1	YML028W_mRNA	0.000827990743262307	0.00866251248268847	0.00893336195929494	-0.00027084947660647	-0.0303188741081579
10	1	YML085C_mRNA	0.00305298110387206	0.000334441587170301	0.000404600023045874	-7.01584358755736e-05	-0.173401957190741
10	1	YOL021C_mRNA	0.000932739475755974	0.0231225500764554	0.0251678278328639	-0.00204527775640849	-0.0812655653078566
10	1	YPL175W_mRNA	0.00588772791610726	0.00627789661988977	0.00635515109238597	-7.72544724961946e-05	-0.0121561976061832
10	1	YPR131C_mRNA	0.00163069944836823	0.0150827470562315	0.0155159756677409	-0.000433228611509426	-0.0279214546855823
10	2	YBR107C_mRNA	0.00360065108363341	0.0148102278815625	0.0179106508247609	-0.00310042294319838	-0.173104985046783
10	2	YDL212W_mRNA	1.74855079749085e-05	0.00616392968364796	0.0085613099279728	-0.00239738024432484	-0.280024933625141
10	2	YHR205W_mRNA	0.00272797519517419	0.00593826816556301	0.00433698173960291	0.00160128642596011	0.369216778419436
10	2	YKL054C_mRNA	0.0160422377269225	0.0109478749661473	0.0302325670931678	-0.0192846921270205	-0.637878089134503
10	2	YMR163C_mRNA	0.000248788529762714	0.00135549891258645	1.43593905893933e-05	0.00134113952199705	93.3980807644928
10	2	YNL023C_mRNA	0.00883008419265004	0.00123650518267991	0.00450130085613238	-0.00326479567345247	-0.7253004804166
10	2	YOL075C_mRNA	0.000205642966720327	0.000784397279520007	0.000913581032115502	-0.000129183752595495	-0.141403715767122
10	2	YOR191W_mRNA	0.00418031847756089	0.0201678400602236	0.0266595490911673	-0.00649170903094363	-0.243504082111217
10	2	YOR257W_mRNA	0.0227998034350679	0.0312117535327675	0.0517593311930949	-0.0205475776603274	-0.396983059608556
10	2	YPL078C_mRNA	0.000957231721400787	0.0242361756722874	0.0364881395827223	-0.0122519639104348	-0.335779353251443
10	3	YGR040W_mRNA	0.00706122113966472	0.0212392389406008	0.0218370704453673	-0.000597831504766454	-0.027376909657462
10	3	YIL071W-A_mRNA	0.0348363124747223	0.0221327937785654	0.0225000110050045	-0.00036721722643902	-0.0163207576368449
10	3	YJL074C_mRNA	0.00317479944985783	0.00520222389131896	0.00475124806884845	0.000450975822470509	0.0949173387572272
10	3	YJL111W_mRNA	7.49310614211783e-06	0.000420839843215219	0.000489365191836086	-6.8525348620867e-05	-0.140029061657944
10	3	YJR099W_mRNA	0.125522840151309	0.00218874012234687	0.00257897042498395	-0.000390230302637074	-0.151312438039883
10	3	YKL022C_mRNA	0.00112467729874687	0.0113181833915417	0.0122749130518441	-0.000956729660302426	-0.0779418686113377
10	3	YLR104W_mRNA	0.00960883604487243	0.0022769247615436	0.00298147602163262	-0.000704551260089015	-0.236309551033455
10	3	YLR305C_mRNA	0.0136593605993261	0.0413655528149141	0.0432724399308099	-0.00190688711589581	-0.044067011680987
10	3	YOR163W_mRNA	0.0105424330390333	0.0205292827633968	0.0220791940945824	-0.00154991133118561	-0.070197821738698
10	3	YPR015C_mRNA	0.0447735611312454	0.100449452226142	0.120295962429181	-0.0198465102030399	-0.164980684324493
10	4	YAL002W_mRNA	2.08396885948636e-05	0.0115876939696196	0.0133546791148273	-0.00176698514520775	-0.132312063061546
10	4	YBL090W_mRNA	0.00016719647634167	0.00238060368677137	0.000114123166945233	0.00226648051982613	19.8599511430822
10	4	YBR083W_mRNA	0.0297276317945616	1.38787602671219e-05	0.000520868248616044	-0.000506989488348922	-0.973354566526184
10	4	YDL239C_mRNA	0.00765833372311607	0.00166459837282141	0.00694054092271448	-0.00527594254989307	-0.760163020237567
10	4	YDR427W_mRNA	0.00242884895378459	0.00214273687582891	0.0025329480153879	-0.000390211139558994	-0.154054144494251
10	4	YFL037W_mRNA	0.222234045663459	0.0306327887867189	0.0579073479491258	-0.0272745591624069	-0.471003424062328
10	4	YGL117W_mRNA	0.218349426373286	0.0200358899802537	0.00738831043018455	0.0126475795500692	1.71183651114579
10	4	YMR089C_mRNA	0.0113715586014464	0.00347668363744437	0.000187493306359532	0.00328919033108484	17.5429747064014
10	4	YOL102C_mRNA	0.000228689572126315	0.000508216073175747	6.19949413031931e-09	0.000508209873681617	81976.0230429383
10	4	YOR393W_mRNA	0.00310142467986568	0.0926375634915524	0.000544212693532274	0.0920933507980202	169.223084820528
10	5	YDR002W_mRNA	0.00206002959242489	7.04659991351659e-05	7.01749106368122e-05	2.91088498353734e-07	0.00414804230902768
10	5	YDR406W_mRNA	0.0097605658372785	0.0079853015896579	0.00785554253197475	0.000129759057683152	0.0165181535399991
10	5	YDR499W_mRNA	0.00022505828174009	0.0126370561787465	0.0126223091585333	1.47470202132207e-05	0.00116832982206358
10	5	YFL041W_mRNA	2.62201217387989e-05	1.35627264519219e-05	1.47785509564128e-05	-1.21582450449085e-06	-0.0822695342782084
10	5	YGR073C_mRNA	0.0817677587083138	0.0117751636810503	0.011800472962276	-2.53092812257556e-05	-0.00214476837552739
10	5	YLR029C_mRNA	0.00133648866977436	0.00010342438324347	0.00010565553162714	-2.23114838366979e-06	-0.0211171942378137
10	5	YLR118C_mRNA	0.00323377279096994	0.000748309396089026	0.000744281058473418	4.02833761560799e-06	0.00541238765886431
10	5	YNL128W_mRNA	0.00103051283766774	0.0156977925892065	0.0157543197399799	-5.65271507733875e-05	-0.00358804135667869
10	5	YNL238W_mRNA	0.00231657032049044	0.00187224647876004	0.00188064259218146	-8.39611342141411e-06	-0.00446449179462378
10	5	YOR071C_mRNA	0.00131043015879191	0.00430605550007911	0.00430881001430291	-2.75451422380134e-06	-0.000639274930817985
10	6	YDR158W_mRNA	0.00157923650284485	0.0739702365442782	0.0757412474885019	-0.00177101094422368	-0.0233823841427028
10	6	YDR414C_mRNA	0.00224355101993052	0.000782603442502815	0.00116569149736199	-0.000383088054859176	-0.328635883272822
10	6	YHR088W_mRNA	0.0133742970944933	0.180550801575124	0.17559585221974	0.00495494935538449	0.028217917978973
10	6	YHR166C_mRNA	0.00205361678074398	0.00362362673878003	0.0040725864987369	-0.000448959759956871	-0.110239465778348
10	6	YJR078W_mRNA	0.0140892481569011	0.0142369746917574	0.0066919483735805	0.00754502631817691	1.12747826148276
10	6	YJR152W_mRNA	0.00771013646415787	0.0166107096129733	0.018903085288796	-0.00229237567582266	-0.121269921856691
10	6	YKL143W_mRNA	0.0769692785707685	0.0087578655285604	0.0122195946243747	-0.00346172909581426	-0.283293284452259
10	6	YLR092W_mRNA	0.025910683073761	0.00354101074715203	0.0020237755582744	0.00151723518887763	0.749705263844241
10	6	YMR087W_mRNA	0.00845695606428335	0.0189673470749898	0.0210604256231933	-0.0020930785482035	-0.0993844372213658
10	6	YMR245W_mRNA	0.00183940424725854	0.00362627613870748	0.00634798577604968	-0.0027217096373422	-0.428751691223213
10	7	YDR414C_mRNA	0.000135127831235314	0.00121869104987495	0.000870550328292187	0.00034814072158276	0.399908782144427
10	7	YGR253C_mRNA	0.00531532127853586	0.0023093053782001	0.00210236628557005	0.000206939092630052	0.0984315121729328
10	7	YHR174W_mRNA	0.00339703766508786	0.00352610396261623	0.00886280189165659	-0.00533669792904036	-0.602145686463364
10	7	YIR037W_mRNA	0.0198399501442165	0.00453931653831316	0.00677686227439832	-0.00223754573608516	-0.330174296818482
10	7	YJR136C_mRNA	0.00672836868249422	4.72760843726092e-05	3.47571070495541e-05	1.25189773230551e-05	0.360184675473897
10	7	YLR033W_mRNA	0.00504199361549035	0.0131272983152814	0.0147134667285963	-0.00158616841331486	-0.107803853610657
10	7	YLR193C_mRNA	0.00048779618839593	0.00746290293053924	0.0105949813049178	-0.00313207837437857	-0.295619056253056
10	7	YLR231C_mRNA	0.00555665894924528	0.00433715298317008	0.00261148225458425	0.00172567072858583	0.66080124632536
10	7	YMR234W_mRNA	0.00194782379984514	0.00127378614756376	0.00176627719443991	-0.00049249104687615	-0.278829986836986
10	7	YOR263C_mRNA	0.00459105554621708	0.0015613514299503	0.00312885726017631	-0.00156750583022601	-0.500983490099412
10	8	YBL035C_mRNA	0.000283181092393059	0.00663652957849293	0.0191001071748322	-0.0124635775963393	-0.65253966808952
10	8	YBR279W_mRNA	0.0014949690088778	0.0032241987568204	0.00646183460408026	-0.00323763584725986	-0.50103972720309
10	8	YDL021W_mRNA	0.00475826649218556	0.023451892709054	3.59015107837342e-07	0.0234515336939461	65321.8574427548
10	8	YER030W_mRNA	0.0571226291114177	0.0113097772522149	0.000425021054628114	0.0108847561975868	25.6099223298731
10	8	YIL002C_mRNA	0.00140244240004707	0.00554727155672824	0.0133138971320153	-0.00776662557528705	-0.583347272273197
10	8	YJL105W_mRNA	0.0159855986343941	0.0113135457197819	0.0286776235815033	-0.0173640778617215	-0.605492216339748
10	8	YKL142W_mRNA	0.0172506079120534	0.00190463886033761	0.0209808115148046	-0.019076172654467	-0.909219962297757
10	8	YLR093C_mRNA	1.15015620365696e-06	0.00232094727106705	0.000426778953314623	0.00189416831775243	4.43828896209893
10	8	YPL225W_mRNA	0.0109295217777778	6.69648754116581e-05	0.000396796200295362	-0.000329831324883704	-0.831236097115316
10	8	YPL264C_mRNA	0.000323679876348229	0.000202280004144929	0.01973808635094	-0.0195358063467951	-0.989751792521908
10	9	YDR080W_mRNA	0.0147016985226749	0.0449054158864803	0.0461597812436396	-0.00125436535715928	-0.0271744216147498
10	9	YDR207C_mRNA	0.0421127328559222	0.00113398458366154	0.00114059714479202	-6.61256113047566e-06	-0.00579745544749845
10	9	YER061C_mRNA	0.00752117216709142	0.114762527208625	0.115707072774291	-0.000944545565665894	-0.0081632483046945
10	9	YJL079C_mRNA	0.00515987905923023	0.00115975599699445	0.00115062754951041	9.1284474840463e-06	0.00793345117447471
10	9	YJR114W_mRNA	0.0119870293069335	0.0821006559750298	0.0836107044608382	-0.00151004848580841	-0.0180604683999007
10	9	YMR195W_mRNA	0.000799553466138068	0.0214505868223289	0.0190185070121527	0.00243207981017624	0.127879638954948
10	9	YOR110W_mRNA	0.00215544545584036	0.00540715616216754	0.00563966474200802	-0.000232508579840478	-0.0412273761786933
10	9	YOR127W_mRNA	0.0132466338354827	0.0296343109499651	0.0287896975504856	0.000844613399479589	0.0293373488206494
10	9	YOR263C_mRNA	0.0603712313488599	0.00414709847835616	0.00376519285892299	0.000381905619433168	0.101430559799375
10	9	YPR126C_mRNA	0.00722701764573214	0.102537649699686	0.103593109723769	-0.0010554600240823	-0.0101885156927588
10	10	YBR057C_mRNA	0.00159709404457249	0.00152375962263521	0.00103057796431604	0.000493181658319176	0.47854861582111
10	10	YBR182C_mRNA	0.00608653148396248	0.0249322553378167	0.0302623858316907	-0.00533013049387399	-0.176130544482461
10	10	YDR127W_mRNA	0.0377847728629985	0.000957581229566911	0.00208714592631392	-0.00112956469674701	-0.541200633125791
10	10	YDR295C_mRNA	0.0112124142229864	0.00943763234852602	0.0116368321467191	-0.0021991997981931	-0.18898612358288
10	10	YDR332W_mRNA	1.23017105771591e-05	0.0178331650148201	0.0187332524304582	-0.000900087415638091	-0.0480475784426334
10	10	YEL047C_mRNA	0.00698618389316297	0.00532691127767302	0.00618296910383107	-0.000856057826158055	-0.138454165269502
10	10	YMR259C_mRNA	0.0173682234091788	0.0141588003743417	0.0198919090038028	-0.00573310862946107	-0.288213093492689
10	10	YNR021W_mRNA	0.00421244923079584	0.0155116080042774	0.0174484796303785	-0.00193687162610106	-0.111005180229508
10	10	YOR044W_mRNA	0.0698846135589971	0.0154432504165529	0.0220371530590263	-0.0065939026424734	-0.299217536167748
10	10	YPR131C_mRNA	0.00984405602970737	0.0176219634108949	0.0197675472284795	-0.00214558381758452	-0.108540720443725
10	11	YBL014C_mRNA	0.0628415388958346	0.00927535919704634	0.0102657053889582	-0.000990346191911845	-0.0964713241212887
10	11	YBL018C_mRNA	0.0543627560666534	0.268103613445676	0.329969982340081	-0.0618663688944051	-0.187490899795373
10	11	YDL011C_mRNA	0.00138745136063727	0.109210961296264	0.104620657340858	0.00459030395540619	0.0438756940749362
10	11	YDR295C_mRNA	0.0033604135845069	0.0608273518203292	0.0843722389055884	-0.0235448870852592	-0.279059645573773
10	11	YJR015W_mRNA	0.0021268944953109	0.0130550170979455	0.0110621691695843	0.00199284792836111	0.180149832985784
10	11	YLR055C_mRNA	0.00485648831235354	0.0636347216064019	0.110367898420939	-0.0467331768145375	-0.423430884189701
10	11	YLR097C_mRNA	0.00377000279277898	0.000261266439874279	0.00157771583593019	-0.00131644939605592	-0.834402093251324
10	11	YOR253W_mRNA	0.00216694084531449	0.136903910194625	0.156614594258353	-0.0197106840637277	-0.125854708222229
10	11	YPL087W_mRNA	0.00239884128718193	0.0265282009694204	0.0422365284442076	-0.0157083274747872	-0.371913318954164
10	11	YPL179W_mRNA	0.00762944508804137	0.000439403194386278	1.45518814138646e-05	0.000424851312972413	29.1956277603821
10	12	YDL169C_mRNA	0.0100439258346055	0.277660110292936	0.139657819352265	0.13800229094067	0.988145823704872
10	12	YDL200C_mRNA	0.178672176167977	9.38757195472049e-05	0.0257061490839428	-0.0256122733643956	-0.996348122029455
10	12	YFR026C_mRNA	0.00489299033210476	0.180489739420227	0.0758623498218769	0.10462738959835	1.37917412054876
10	12	YFR038W_mRNA	0.114631930511059	0.00421413922297497	0.000303921427126889	0.00391021779584808	12.8658838990498
10	12	YGL097W_mRNA	0.0492276859903447	0.0191470257841712	0.0384551047442412	-0.01930807896007	-0.502094041570942
10	12	YGR101W_mRNA	0.0190093562928492	8.83137935781634e-05	0.00190662572604829	-0.00181831193247013	-0.953680582207813
10	12	YJR053W_mRNA	0.397135944674866	0.0600925200477806	0.0392875517886755	0.0208049682591051	0.529556241402195
10	12	YMR049C_mRNA	0.00132708942829101	0.0906026358420546	0.0121793067079046	0.07842332913415	6.43906348817471
10	12	YMR146C_mRNA	0.000343114124963209	0.00689466792865378	0.0490848752376429	-0.0421902073089891	-0.859535796000836
10	12	YPL088W_mRNA	3.07824263247692e-08	0.00221757525721839	0.0428253428191046	-0.0406077675618862	-0.948218155156738
10	13	YBR103W_mRNA	0.0306087448627856	0.00503069615654528	0.00492555237109326	0.000105143785452015	0.0213465978088216
10	13	YBR211C_mRNA	0.00701970707395571	0.0171726963256185	0.0172409660510657	-6.82697254471669e-05	-0.00395973898707068
10	13	YEL023C_mRNA	0.017834705450777	0.00540135491015414	0.00537270553965989	2.86493704942511e-05	0.00533239171266117
10	13	YGR190C_mRNA	0.00209135375061799	0.00172556689495268	0.00155331925967602	0.000172247635276652	0.110890040282239
10	13	YJL083W_mRNA	0.00729352738923523	0.000207779709238728	0.00021896957009422	-1.11898608554923e-05	-0.0511023556865798
10	13	YLR022C_mRNA	0.00616941344745439	1.5673812461175e-05	9.75646564170894e-06	5.91734681946602e-06	0.606505166601452
10	13	YMR203W_mRNA	0.0196113619071286	2.02773126840497e-06	3.04647228914388e-06	-1.01874102073891e-06	-0.334400225588528
10	13	YNL299W_mRNA	0.00100619099887087	0.0213479181186631	0.0216835712520611	-0.000335653133398027	-0.0154796057114495
10	13	YOR211C_mRNA	0.0013953640592632	0.000898148723407446	0.000910625603310886	-1.24768799034398e-05	-0.0137014376249426
10	13	YPL126W_mRNA	0.0443434676374605	0.111242799492252	0.113929808935698	-0.00268700944344615	-0.0235847796862602
10	14	YBR016W_mRNA	0.00905804558760868	0.00011184173985803	0.00296458184872438	-0.00285274010886635	-0.962274025287528
10	14	YDR262W_mRNA	0.00868584647525586	0.00113208747176762	0.00491398322994152	-0.0037818957581739	-0.769619182892268
10	14	YGR257C_mRNA	0.00133072045619578	0.000737665701552221	0.000348182522840061	0.00038948317871216	1.11861783163387
10	14	YHR159W_mRNA	0.000573331652380748	0.00136589104338639	0.00396611535879432	-0.00260022431540793	-0.655609855029124
10	14	YJL134W_mRNA	0.00395300636844471	0.0113609829228397	0.0277999835791105	-0.0164390006562708	-0.591331308145931
10	14	YJL157C_mRNA	0.00181125839984997	0.0077094668103659	0.000957241979805671	0.00675222483056022	7.05383275389885
10	14	YLR022C_mRNA	0.000213304422754619	0.0168233806198676	0.00808677273145943	0.00873660788840814	1.08035778653958
